"","day","startName","endName","startX","startY","endX","endY","od"
"37224",5,"10号线同济大学","10号线同济大学",121.5020918,31.2844081,121.5020918,31.2844081,150
"37225",5,"10号线同济大学","10号线四川北路",121.5020918,31.2844081,121.479494,31.2537048,125
"37226",5,"10号线同济大学","10号线天潼路",121.5020918,31.2844081,121.4778324,31.2457632,158
"37227",5,"10号线同济大学","10号线新天地",121.5020918,31.2844081,121.4698192,31.218036,180
"37228",5,"10号线同济大学","10号线新江湾城",121.5020918,31.2844081,121.502132,31.3307986,137
"37229",5,"10号线同济大学","10号线江湾体育场",121.5020918,31.2844081,121.5096602,31.30502845,960
"37230",5,"10号线同济大学","10号线豫园",121.5020918,31.2844081,121.4830342,31.2297039,189
"37231",5,"10号线同济大学","10号线邮电新村",121.5020918,31.2844081,121.4898295,31.2703982,107
"37232",5,"10号线同济大学","10号线陕西南路",121.5020918,31.2844081,121.4552565,31.2189174,185
"37233",5,"10号线同济大学","2号线南京东路",121.5020918,31.2844081,121.4804801,31.23953637,137
"37234",5,"10号线同济大学","2号线南京西路",121.5020918,31.2844081,121.456491,31.2324438,126
"37235",5,"10号线同济大学","2号线虹桥火车站",121.5020918,31.2844081,121.3161005,31.1963569,282
"37236",5,"10号线同济大学","2号线陆家嘴",121.5020918,31.2844081,121.4979966,31.2403926,142
"37237",5,"10号线同济大学","2号线静安寺",121.5020918,31.2844081,121.4436032,31.22599777,118
"37238",5,"10号线同济大学","3号线上海火车站",121.5020918,31.2844081,121.4527543,31.25192265,255
"37239",5,"10号线同济大学","8号线人民广场",121.5020918,31.2844081,121.4703067,31.23632887,162
"37240",5,"10号线同济大学","8号线四平路",121.5020918,31.2844081,121.4969964,31.27682312,129
"37241",5,"10号线同济大学","8号线虹口足球场",121.5020918,31.2844081,121.4749533,31.27188514,297
"37242",5,"10号线同济大学","9号线打浦桥",121.5020918,31.2844081,121.4638882,31.2071756,102
"37243",5,"10号线四川北路","10号线上海图书馆",121.479494,31.2537048,121.4397098,31.21001651,102
"37244",5,"10号线四川北路","10号线五角场",121.479494,31.2537048,121.5100904,31.2997294,206
"37245",5,"10号线四川北路","10号线交通大学",121.479494,31.2537048,121.4306649,31.2041254,115
"37246",5,"10号线四川北路","10号线南京东路",121.479494,31.2537048,121.4804801,31.23953637,310
"37247",5,"10号线四川北路","10号线同济大学",121.479494,31.2537048,121.5020918,31.2844081,125
